TID,criterion,judgement,original
N22978B,1.211358752,5.787144453,"I am now 25 and I have a house of my own. I have a car and I work in an enginering works in my spare time I read and go to the cinema and swimming baths. I am interested in cars and planes. I earn twenty pounds a week. My house is a bunglow in the country, for  my holidays I go abroad to Spain wher I can swim in the sea for my pets I have a dog and tropical fish. My hobbies are playing table tennis, swiming, football, and cricket. Out of all my hobies I like swiming because you can go there any time you like when its raining or snowing. My other pastime is reading I like to read books like Robinson Crusoe and books on subjects like fishing and Photography My home is near a river so that Ican go fishing when I like. In summer I spend most of my time going out to places and taking photographs. I do not smoke but I sometimes have a drink. On Sundays I go to church after I come home and go fishing. I have a boat so that I can go boating in the sea. I n winter when it starts snowing and raing I spend most of my time inside the house reading and painting when it is Christmas I go for a holiday and spend most of my money on pesents. when I am older I shall retire from my job and go to live inthe town.  "
N23016N,0.079655412,4.511120843,"I am married, I have four children, and a dog, I do a partime, job, it is provident check collecting, I live in a bungalow, I have a garden, I go shopping in the morning and do housework in the afternoon,With my job, I go out collecting on Saturday mornings, I earn about xxxx1. 15s 0d.I do my washing on Mondays, I go shopping on Tuesday mornings. I go round to my Mums, on Wednesday Evening.In the summer all my family have one weeks holiday.  "
N23091Z,1.211358752,5.808883951,"""Today is my final examination to be a qualified teacher. The world starting at the eleven plus. From experiences at school I know how people feel if everyone gets the blame or punishment that one person brings about. If I pass this examination I shall never look back at it but, go straight on. My studies started with a flaire for knowing what went on in schools. I always used to ask people what they thought about school, or whether they liked the teacher or if they didn't ! It is hard to please everyone and to risk temptation of getting annoy*ed. The main trouble in school children's behaviour is talking. When people are older they seem to say in lessons that people waste time of the lessons talking, but in my view if you set aside a time for talking or be nice to children they begin to respect the teacher, and they do what they're told, but, on the other hand if the teacher is constantly shouting at them they say """"oh I can't be bothered to be quiet"""" Which is a little rude, but that is what most children think. If I pass the examination I shall look forward to seeing if my theory comes true, I wonder if it will, I think it is true""  "
N23115Q,1.211358752,6.465574754,"""Today was my 25th birthday and as I walked down stairs a lovely surprise was waiting on the table. A red velvet case stood open and inside a lovely gold charm bracelet. Mum dad [name] and [name] were already up and mum and [name] were preparing a lovely breakfast of bacon and eggs. As I walked in they all chorused """"Happy Birthday"""". I thanked them all and then we started breakfast. It was Sunday and after breakfast we all got ready to go to church. It was very near 10-15 when we set of to go to church. The traffic was qued back along the A.6. road as we walked along the road. It was 11-30 as we came out of church. The church bells were ringing. We arrived home 10 minutes later and mum started to prepare the Sunday lunch. We had roast beef cauliflower boiled potatoes, roast potatoes and gravy. After we had washed up we decided to have a run out in the car. We set off at two O' clock. Until now the weather had been dull but now the sun came out from behind the clouds. We turned left at [bridge]. We rode along that road until we came to a Bridge. There we turned right and rode along until we came to Windermere. We bought ice creams and then we walked round Windermere. After a walk round we decided to go home where we had tea. We then watched telivision. The next day I had to go to school where I worked. The morning started well with sums and reading. At playtime the rest of the teachers and myself drank coffee. After playtime my class had English until dinnertime. For dinner we had sausage, beans, and mashed potatoes. For sweat we had rice pudding. After the chairs and tables had been put away the teachers drank tea and then until hometime we had a film called, The Guns of Navarone.""  "
N23134T,0.079655412,5.60882897,8 o-clock the alarm blares its morning greetings I rub my eyes my bed is to comforable but I fone my weary legs to land on the worn carpet. My wife stirs as her head falls off the soft pillow but she sleeps on. I trudge down the stairs and into the dreary kitchen. I light the fire and put the kettle on to the boil . At half past eight . I left the house and got into my car a ford cortina . I drove along the road till I came to the (college) college . I am an apprecntice electrician. I enjoy my job and hope that I will soon become a qualified electrician when I arrive home my wife has my tea waiting for me .I sit reading the paper as a scrum*tios meal is laid before me Later I left to go up to (place) golf club There I meet two of my friends . On the first tee I had a beautiful drive of two twenty yis. I won the game and came home at ten o clock .  
N23173A,0.079655412,6.201819225,"What I would like to be would to be a footballer for Liverpool playing at left half. I would like to have two children, boys if possible. My ambition is to be on the winning side at Wembley. I also would have the house in the country or in a quiet village.   In the house we would have a 2 bedroom and bathroom upstairs with a kitchen, hall, and lounge downstairs with a playroom for the children.   My partime job would be Fish and Chip shop owner. I would also like to tour the United States of America and go to Butlins for my holiday. with the wife and kids. I would not take the children to the United States of America with me. For my 26th birthday if I didn't all ready have one I would like a car. I would get a red Mini minor.  "
N23197J,0.079655412,3.992195627,At home i Would get out the nails and the hammers and a Saw. then When i had everything ready i would Start makeing a Ship the Sort of Ship that captain cook Sailed on Sunday      i Would play football or cricket i .like going out in the fields of. corn hearing grasshoppers Chirping in the grass i like experimenting with things in the week i Would go to work meatle factory whelding Sheets of meatle together  
N23219X,1.211358752,5.069051894,I am going to find a job a good job with good work and I shall work here as long as I posibly can if I leave before I retire I shall find another careare for a job I am thinking of the army or navy or royal air force. But I think I will be and engineer.  
N23255B,1.211358752,5.975124755,"I have started at a university in London and it is most interesting and I have become a P.E. teacher. I am only training at the moment with children from different schools to see what they are like I like to find out how many different kinds of children there are. Most children I found are quite friendly. but of course there are the odd one or two.My home life is quite different. I have three sisters and four brothers, and of course there is a lot to be done. I often have to do the cooking for mum and get the meals ready. But I suppose it is all good practice for when I am marriedx married and have children of my own. My greatest interest is swimming and I go nearly every day if possible. I think it is good for the body and I think more people should try to go more often. Even if it is only just once a week it would help. I have also a great nancy records (pop of course) I know most of them of by heart now and sometimes I get bored with learning the same thing over and over again. My oldest sister is also foond of them.about once a week I go to the town youth club. I get to know more people of my own age and we have a great time there. Nearly every Christmas we do a play infront of the town. The money we collect goes towards new hospitals and schools and even a swimming pool which I think will be great.We're not at all a sopy youth club that just plays records and drink all the time and get drunk. We do all different kinds of things. Some of us organise coach tavel to different places and one year we even decided to go to Spain but unfortuently the boat was full and none of us wanted to go by air.You may think its childrens stuff but I still order (name) and school Friend Its still a very interesting ***** for girls since I had it when I was a kid. There are clubs to join and many interesting stories.I can't think of nothing more to say about myself but I hope that you have enjoyed this composition and take my advice about swimming I **** *** you it is very relaxing when you feel in the mood for it.  "
N23271B,0.079655412,7.035339923,"""I am 25 years old i am leading a good life i have a wife and two children. We have a house it is called a bungalow we have lots of friendly friends. The children go to school. The names of our children are John and peter. We live in a little town called [town].The work i do is a manager of a football team named """"Manchester United"""" they have won the European cup once beating Benficer 4-1. I like the work i am doing it is interesting to watch my team play against other good football teams. I am proud of my children because thier health, thier work. They go to a good school. Also we have a car it is called a B.M.W. made in West Germany. we have been camping with our children. We have been to France, Germany, and Switzerland. I am very interested in stock car racing, all the motors clamour with noise sometimes there are even crashes and people get killed i think it is a very highly dangerous thing to do. I think the people in those cars are very brave.""  "
N23307W,0.079655412,4.429060676,"When I am 25 I go to work as a secratary at 8 oclock come home at 9 oclock at night it Down watch telly for halfanHour put the ketle on I Dont have to worry about the children because They are already in bed go to bed my self at 11 oclock at 7 I get up put the ***** round make a cup of tea wake the children up and give them a cup of tea get them Dresed and washed and exeptra. and send them to my nexed door nab*e for half an hour and go to work we go like that for a week and on week ends if it is nice we go To The woods and have a Picke Nick for the Dat come Back have tea watch a bit of telly Get The children of To Bed at Half pat 8 some times get some one in to Baby sit go to The picturs ,  "
N23336B,0.079655412,5.605269093,"If I was 25 I would live in the country in a little cottage. I would be engaged to a man. I would get married at 26. I would not go to work as I think a womens place is in the house We could take the baby to the loch Katrine and sail in a boat. My husband would be a football player. I think my hobey would still be reading. I read lots of books when I was ten and eleven. I still have my favourite book whitch is All Because of Gina. My husbands hobey is football. He has lots of pictures of Rangers, Celtic, Scotland and England. He thinks that Goege Best and Colin Stein are both good footballers. He first started football at the age of 12. He has been in a lot of teams. Each year we visit Parkhead and Ibrox. We met Jock Stein and Davey White. My son is in Sandwood football team.  "
N23362D,0.079655412,5.033494959,I am 25 today and I am going to play football I want to be a Right half and play for Evton. When I became a footballer I got a jod of di*ing and making cars. I went to buy a car my self so that I could go anywere I liked. I have never been to black pool so I was going to see my dads touhly that he had done with lot more people I went down the touhly to see how good it was. But I went back to Hull and we won some march for Evton when I was 25 1/2 I went into the army I could work real well and I had a mate called [name] me and him where good friends so we wnt to a pob I did not like more of the thing they had there so I went with [name] to met some of his friends his friend were real good to me so I went to spent the night with them some time later I became a generl and I bat [name] friend into the airforce. I like it in the army and I will not forget [name] and his friend I can think back now when I first came here. I had a great live in the army and my dad was very proud of me. I bring my mam and dad something home When I have a leave I can see our [name] now so when I do come home I will tack him for a ride any way he ones two.  
N23397Q,2.343062092,5.011025409,"when I am 25 I will be a sislisted*, but first I will go to a colliger of scient. I kind that sinents is very interrying. I like looking at the starts and plants. The moon is intrestd and the sun. I would look in books or espedilder. When I am out late at night I look up at the ske and wonnd who live on the plants, and somtimes I would asked mum about the plants. I would have a big shed at the bottem of my garden. I would get a big telspope which I would look thouty it would have a big lerash of caurs it would lake up room, so late on in the year. I would have a big do*m with a telscope by 10 foot long I would look at flowers and take one to look at flowers and take one to look at more close* the put it under my miscoper. I might get marred at the age of 25. I would have a room of my oner with cemenlcalic  "
N23440A,-1.052047927,4.05914737,I am now driving a lorry and have a family. The lorry that I have carriyes loads of fish and othere thing. It usualy is on the road going down south to (place) and places like that. some times I might get a puncher but not very often.On my way up I sometimes bring tractors wood and electricity thing. On the way down and up I usualy take samebade with me. Once when I was at (place) I had my load taken of less than half an hourwhich is not usual.It sometimes takes a week and a half to go down and up again but it just yeualy takes one we*k. I like driving the lorry driver it number is (registration number) . It is a Leyland and is thirty feet long.Some times I have to go to (place) and sometimes further north than that. When I go as far north as that I sometimes take a load with me like a cabin for a boat.It is comfortable to drive up and down the moter way all day long. I just hope that that will happen when I am twenty five .  
N23456J,-2.183751267,5.310672075,"I am 25 years old and I live in a big town, In a block of flats that are 21 storeys higgh I am married and have three children One boy and two girls. The girls are twins and are age 3 the boy is 4 I go to work daily at an office where I type letters out for a stern old man who is really kind out heart my husband works on a building sight. While we are out at work the lady on the 16th floor lookes after the children. We are on the seventeath floor There is a lift in the flats so we do not have to walk up and down the stairs. Inthe evening I spend my time by doing knitting and sewing. On Sunday we go to church and then go for a ride around the country where we see many old cottages that are waiting to be pulled down. In the summer we go to the seaside where the children spend most of the time in the sea. We are not a poor family as both of us are at work. On Mondays I have a day of work I often go to see some old freinds Who I used to go to school with. Things have changed a lot since I was young. Everything is done by comuters in offices which makes it very easy The money we use is also different, 12 pennys know longer make a shilling five pennys do. there are also 100 pennys in a pound The computors we use, use base* two which at first I found difficult to use but now it is quite easy. I like the new sort of world we are living in but my husband dis likes it he longs for the old world. In the evening While I am knitting he tells stories to the children. They find the stories very interesting At eight or half past eight they go to bed before they go they have a drink. When they are in bed everything is quite and peaceful. We sit and think about old times which we were just getting used to then everything changed.  "
N23483M,0.079655412,4.021729794,"The job I am doing know is very pleasent it is work in a restront serving the food. I am not yet mand and I don't know weather I will my pay 9xxxx a week. I still live with my mother and farther but I am going to get a flat off my own, I have a boyfriend he is 28 years old. We also go out for dinner and things like that I also like takeing babys out for a walk and looking after babys when their mother or farther goes out for dinner for the night, I am interested in collecting stamps I have a book withch* I have got in it over 200 hunderd stamps in I like wacthing televion alot. I help my mother alot usally when I get home from work. My father work at the post office in watton a part from likeing stamp collecting I like swiming and going in boats and tideing up things such as cupboards and things like that. The job I have their are 5 girls they get the same pay as I do a week. I sometimes I wish I had never left school and sometimes I do my best friend at work is **** and she ha* no boyfriend but she has got a brother named ****. There are serton people I do not like such as **** **** **** at the restrant the maneter is **** he is very nice to people he is and to me and the girls the cook we have * is a man he is a very good cook and his name is **** and he is vere nice man. And * like listening to a radio when I a* at work and at home. I like helping my sister doing her homework the best subjects I like doing with her is English and maths sometimes I help her with her art as well and needlework also I help my sister make her dresses every one she hers made is short she will not have long. my mum does not like my sister wearing short skirts she would rather have long ones instead of short ones and my dad says the same thing he always grumbles at her when she wears short dresses. I say to him live her along but does not take notes of what I say. I also have a little brother and his name is owen he is 16 years old he is go to get a summer job working in a shoe shop and he said it will be a good job and I will get 9xxxx the same as you.  "
N23516D,0.079655412,4.954166908,"I am twenty five years old and I have got a baby called (name) I work at a chemist seving medsin and other things , I was married to a docter . Later I left the chemist and worked at a hospital it was a childrens hospital some had broken there legs. and one poor little girl who had liver trouble. On a saturdays I go horse riding with my little girl who is now nine. I have had a nother baby there is a Lady next door who looks after him. On Monday he is going to be chrisened (name). I have now got two children one girl nine and a boy two mouths old. It was now easter sunday I had gotten the ester eggs and choclate in they did not what they had got (name) was now eleven and (name) was now one just begin g to walk I gave them there ester eggs there was an Ester bunny for (name) a severel other eggs and a bar of choclate I got him a truck as (name) had got avery large Ester egg with a prize in side. (name) had put his sixpence pocket money with (name) s three shilling to get me a plant .  "
N23578T,0.079655412,5.709631886,"I have 1 child of 6 months old. In the morning I am busy making the beds and doing the washing and the shopping after that is over it is time to get the dinner ready. On a Sunday I would not be doing the washing or shopping. I leave that till Monday. But I will be doing the cooking and dusting everyday. We would not have a cooked breakfast we would have a cereal. On a Saturday afternoon I do the gardening with my husband. And then we go indoors and have a sit down. My husband comes home at 7,o'clock. He is a Taylor. The baby's name is [female name]. My Mother lives in Enfield. We have a dog his name is Tinker. Of a Saturday nights my husband and I go out. to the pictures while one of my friends baby-sits for us. I have a few hobbies and one of them is sewing. The sewing I do is for old people in hospital. I get a few shillings for the things I make which depends on how big the are. Another of my hobbies is reading. I go to the library to my books once every four weeks. the books I like to read are spy stories and adventure stories. My husband age is 30 years old. We got out sometimes for picnics. My age is 25 years old.  "
N23638N,0.079655412,5.89697753,"I am not married and I am a nurse at the [hospital name] [city]. I Did not want to get married because I would like to be a sister of the childerens ward. I sleep in a small flat at the hospital It is small but big enough for just me. Inside there is a tiny table for eating and two chairs and my bed. Sometimes I work in the morning and sometimes all night When I have some free time I go and watch the television in the room next door My favuorite programes are crossroads, blue peter, and Magpie. I have a friend called Linda and sometimes we go riding in the local stables. At home my parents live in a house they have a large garden. I have no brothers and sisters. If I change my mind and did not want to be a nurse I would be a vet. I love animals very much At the hospital we are not allowed to have pets but my mother has a cat and two dogs. I work Monday, Tuesday, Friday, Saturday, Sunday, I have Wednesday and Thursday off. Usually I spend my time Wednesday horse-riding and on Tuesday I go and visit my parents. The matron told me could be a sister when I past the exam and I had to wait until I am 30 years old. There is a meeting every Friday evening and we talk about the new injections and things like that. Before I became a nurse I had to pass two exams. The first one was out of 50 and I got 45 The secound was out of 100 and with this I got 35. When I came to the hospital I felt very strange. There was four other nurses who came with me aswell. At Chrismas we have a small party for the children in my ward.  "
N23662N,0.079655412,4.637269802,I am a painter it is a good job. I have a wife and two children. We live in a nice house. We have a car. The car is a cortina. My wages are 20xxxx. We have a carevan it is at [town] We have a holoday evry year. I paint walls window frames and doors. I like my job. I take my wife and children out for rides in our car. Our car has red seats and a black stering weel. Our children go to school. we save money and put in the bank. At work I have lots of freainds who help me.  
N23689Z,0.079655412,6.845528677,"it is the 8th march and my age is 25. I am married and have 1 child. I am a part-time pianist and also a press agent. I am getting on quite well. I have my own house away form the city. As a pianist I lay at concerts with an orchestra and practice at home. My other job is more exciting and get many stories for the (name) ( which is the paper I am working for ). I get to the newsagency in an austin lambridge car. My pay at the end of the week added up for both jobs comes to xxxx50,,8pc,8d. I often help my wife with household job such as wiping the dishes. She goes to work at 10 o'clock in the morning, has dinner at a cafeteria and comes home at 3 o'clock. For her job (which is at a factory) she gets xxxx10,,20,,6d a week and enjoys her job. My son, boy goes to school and is 8 years old. His name is (name) (after me).  "
N23714H,0.079655412,6.893898808,"When I am twenty five I hope to have just finished training to be a vet at college. I am now helping another vet and after about a year I will set up my own surgery. My friend who wants to also be a vet wants to join me. When I get married I shall marry another ver so that we can work together. I am very fond of cats and birds and I also go horse riding each week. I go to alot of animal films and I enjoy them very much. I would like to live out in the wild where all my animals could roam free.My cousin lives on a farm and she has many differant animals.At home now I have five cats and two budgies. I am hoping I will invent something which can stop the cruelty to animals. If I am not good enough to be a vet I want to be good at tennis, swimming or horse-jumping. I want three children and a nice big house to live in. I will have to do the house-work when I come home at night or before I go in the morning. Such as feeding all my pets and getting meals. If I did not want to live in a big house I would live on a farm.  "
N23779A,0.079655412,5.156926873,"When I am 25 I would like to be a footballer I would like to play for Manchester United I would play in goals are play +* inside right. My other job would be incharge of a sports shop, pelling football boots shirts ext* I would be married and one boy called Frank after my dad and would like him to be a footballer But play for West Ham United I would be leading a good life and I we have just won the F.A. Cup and we are in the final of the cup winners cup When they are no matches on we would all go to baths My son can swim and so can my wife I can swim 20 lengths front crawl 10 lengths brest stroke 5 lengths back crawl 9 lengths butter fly 6 lengths life saving back I would teach my non to play football and would give him 1/6 spending money but he would have sweets on a wensday. And staturday He would go Sunday school.  "
N23795A,0.079655412,6.456161592,"I work as an aircraft designer at the [aviation company] in Bristol. I live in a flat in the centre of Bristol with a friend called [male name] [surname]. I was once a teacher at a Primary school in London. Then, I became an Aircraft designer and moved to the [aviation company] in Bristol. At home I make balsa wood Aeroplanes and fly them when I go camping at Dartmoor. Last year I went on holiday to Germany. In my job I have to visit other aircraft factories and look at their designs. Sometimes we have a partnership and I work with someone else on a job. Sometimes I visit my family who now live in a house on the south coast. I drive a new car with a speed of 120 m.p.h.  "
N23822L,0.079655412,3.970335339,"Money was running short so I decided to get a job, my frirst step was what kind of job. My freind did moddling. I asked her what kind of job moddling was, clothed seemed to intrested me very much so I decided to take the job up. I was told to be at a sertain place at 2 o'clock. I went by bus as I had not yet past my driving test. I arrived there at 2.50. My first step was to unpack some clothes wich had gust be deliverd, then I was told to put on some dresses, it was very exciting puting on and takeing of clothes wich you had never worn before. At 5 o'clock I was told there was no more to do, so I caught my bus and went home. It was that night I was aked to babysit wich I liked very much looking after children. The next morning I cleaned the house and decided to go out shoping, where I bought my self a dress and a hat with the money I owend for moddling.  "
N23844S,-1.052047927,5.671982854,"I am twentey five years old . I work in the hospital of sick children. I have been working here for over a year now, and like it very much . In my spare time I go to the pictures dancing and night clubes with my husband.I work in ward 10 now when I first came her I used to be in wark 6 .I have been here over four years now and I am now a sister . My name is sister (name) . My interests are swimming and dancing. It is my daughters 2nd birthday tomorrow and I have bough her a little dog to keep her company . I hope she likes it. My husbands name is (name) and he works with the railway at (place). We live just outside in (place). It is only half an hours walk at the most, with the babby . When I get home from work I make the dinner and then my husband the baby and myselfgo for a walk. The babbys name is (name) . She is growing up now but she is only four. She can walk now. (name) takes her for a walk every night when he comes in from work .  "
N23887D,0.079655412,6.561426875,"I work for the Manchester Utd football club. I started when I was 18 years old. At first I had the job of cleaning the boots and other small jobs. My other job is keeping a book, and newsagents shop. Later on I will probably go into business. Next I was put in the reserve team I never thought I would reach the first team. Then the great day came when I was picked for Manchester Utd first team. It feels fantastic playing infront of a giant sized crowd. My position is right half. The team go to bed early and rise very early in the morning. We are trained very hard by the manager and trainer. I go in my shop after dinner on monday, Tuesday, and Thursday. When I give up playing football I will spend all my time in my shop. My main intrests are reading, messing around with broken radios* and somtimes drawing. I have a very pleasant life but sometimes it becomes one big rush. The money is good at Manchester United and it keeps my family going nicely. I have a house only about a mile from the training ground. It has a very big back garden with four trees and some rows of flowers. I have a ford corsair it is all blue and it fits into the garage perfect. I also have a workshop attached to the garage. I also have a dog called rex he is very inteligent and I often take him walks over the fields. I get a good amount of money in the shop and get a lot of people coming back time after time. I have a good life ahead of me and when I retire from football I will proberbly go into business or write books. I still have about 7 more years ahead of me at this football club. I would never want to leave. I have so many friend here. It is great playing in a cup game the atmosphere is fantastic. My biggest dream would be to play for England but I will proberbly never make it I am not quite scilled to play for such a fantastic side but it will always be my biggest dream. I have to assistants at my shop so I have plenty of assistance when the shop is full. Autograph hunters follow me every were and finally I have to give up and sighn my autograph. I will have plenty of work ahead of  "
N23918T,0.079655412,6.599392324,I am leading a good life and I am married. My husband is very good to me and I love him very much. I live in a lovely house well furnished. I have all the comforts that a wife could wish for. I like going out with my husband to partys and weddings. I also like giving partys myself for we have no children and we have the money. My husband is an engine driver and I work in an office as a secretary. My employers name is Mr. [name]. He is a very nice man and gives me quite a bit of money for the job that I do. I earn 20 pounds a week. If I stay later every night I get a bonus of 7 pounds a week which I think is very good. I like the job I do and I would never give it up except if I had children. But I think it will be a couple of years before I have one. I have a home help who does my house work for me. I think she is very good and I would never sack her. My house is in a road quite near to where I work. It is a modern house with modern things in it. I am very glad I live there for my sister only lives next door with my mother and her husband and also little [name] my neice. My father was killed a couple of years ago. he was in a car crash. I have got a lovely house a good job and a husband and I am very happy indeed. I could not wish for a better live than I have now.  
N23936V,1.211358752,5.889991816,When I am 25years old I hope to have been a sectrey for a year or so. To a big iportend men up it london. I will have been marrid for 5years and got a child of 3years old I do not mund it it is a girl or boy I am only a part time sectrey becouse of my child If my child is a girl I would like her name to be [name] but if it is a boy I would like his name to be [name]. I would dress with fasshion and go to dinces sometime's. My house would be like my cousin [name] and [name]'s very big and my husbine's job would be a racing diver like my cousin [name] in ralay crooss. We would live in London and be very rich we would have three T.V one in the front room one in the liveing room and one in the bedroom in the garden we would have a swimming pool and water fantains we would often have dinner partyis. My child would go to a privet school and we would go abroad ever year. to spain or Iterly.  
N23962X,-1.052047927,6.092057629,"At the age of 25 I design clothes of all sizes. In my spare time I style peoples hair to get a bit more mony. Every Saturday afternoon I go swimming with my old school friends I am not yet married. I live with my mother and father in [xxxxxxx]. Every monday night I run the brownie pack. I work five days a week. Sometimes I design my own clothes. I think it is a nice job designing clothes and I get alot of mony. Each night when I come home from my work I sit down and read a book sometimes I [illegible fiche] [xxxxxxx] to dance on the stage on Saturday mornings I do the shopping for my mother. Then I help to prepare the dinner. On Sundays (I walk) I help with the house-work then I sit down and watch the Sunday film on the television. If it is sunny I go for a walk, sometimes with my parents and sometimes with my friends. In the winter when it is cold to go out I do some knitting. I enjoy knitting very much. I knit all my cardigans and jumpers, I have not yet brought a cardigan or a jumper Each year [illegible fiche] brother who got married two years ago. He is now twenty-eight.  "
N23998K,1.211358752,6.146613892,"""My work is in domestic science I enjoy it very much as I love baking and things concerning that. I learn things new about it every day. My interests are sewing, cooking and helping the guide movement. I am a guide Captain and enjoy helping the guides. I also enjoy taking them to camp as I like camping.My home life is not very interesting I live in a flat on my own. I sometimes have party's and invite a lot of friends. Other times I listen to a lot of pop music and listen to other music. I wacth the television a lot.When I have some spare time go and whatch ballet. Also I sometimes go and listen to """"Gilbert and Sullivan"""" oprea's as I enjoy these immensly. I sometimes go swimming with a few friends but very rare. I like typewriting I have a typewriter and enjoy typewriting my science notes down. When I feel bores I go to the pictures with the girl in the flat next to mine. We often come into each others flat and have a cup of coffee and talk. My flatmate is my lieutenent in the guides we are both in domestic science and have been friends for a long time.I often go and visit my family as I have a baby nephew and love taking him out.I go to a lot of auctions and buy lots of old fashioned things as well as antiques.I have a little dog that I often take a walk. When I go to work my mother looks after him. (I take him to mother's before I go to work)I am not too modern in clothes I don't think, and my hair is not all floppy.""  "
N24030Q,0.079655412,5.31470169,"I am a Manager in a shop and I like it very much because I get to know a lot of people. In my spare time I study because in a few years I want to go to university. I am not married and I have a dog, it is a goldern Retriever. I live in a house in the country in a little village in Devon. My Nieghbour is a farmer and in the weekends we go off together and walk all round his farm, then we have a cup of coffee at my house. Then I go and study. I get about xxxx20 a week and I pay my bills and keep the rest for food. My dog is having puppies soon and when they are 8 months old I will sell them as pets to a pet shop I know. The shop I work in is not in the village so I go by car, the car is a mini, when I get to work I check that every thing is all right, if it is I go and sit in my office and work out the pay for my employees. When I have done that I talk to some of the customers. The shop sells everything from suits to a bag of sweets.When I get home I get my tea which is usually egg and chips and a cup of the tea. The I watch television or study.Every Saturday morning, if I'm not with my friend the farmer, I go to town and get food for the week and I always go to the butchers and get a bone and some meat for the dog. Sometimes I go to a football match with Mr. [surname], the farmer. When its about 5 O'clock I check the pools, I have never won yet, and I think I never will.At about six O' clock I wash the dishes and give the dog some meat.In the summer holidays I always have a fortnight off. and I go for a holiday in a caravan for a week then I have a couple of days at my parents house. For the rest of the week I stay at home.  "
N24036W,0.079655412,7.080901045,"I am 25 years old. I am a student at [university]. I like it there, the other students are nice and good to get on with. I am studying to be a short-hand-typist. I am engaged to a boy of 26 years old and hope to be married on the [date of marriage]. I am leading a happy life in University and out of University. In two months I shall be leaving here and going for a trial at being a secretery. Besides typing I am intested in History, English Usage, Art, French and cooking. My boyfriend's name is [name] and his interests are, Art, Bioligy, Geography, History and Chemistry. Every Saturday night I go to dancing classes to try for the dancing championship cup. My flat mates are two girls [name] and [name]. [name] is studying to be a Doctor and [name] is studying to be a dentist. Every Saturday night they go dancing as well and that is the only time we spend any time out together. On [date of marriage] [name] got married and on the 19th she and her husband come back from their honeymoon. My mother and father don't live very far away so every Tuesday and Thursday I visit them. My sister [name] is 20 yrs old and she is working in a shop called [shop]. My brother is 21 yrs old, he works in an office in a bank.  "
N24123U,0.079655412,5.252037406,I am 25 I work in a shoe shop I enjoy my work because I meet many peple and make moor frends. I have a boyfrend and when i come home from work most nights I go out with him we go to the cinma sometimes but if it is fine we go for long walks in the country together we are igaied and hope to get married soon we are both saving hard . This summer we are gowing to (place) together we have Boked up at a small hotal over loking the sea are rooms are next door to each other When we get married we hope to hove 3 children we intend to call one (name) if a girl and (name) if a boy. On the nights I do not go out whith him. I stay at home and help my mum with the house-work I have a yonger sister Janet who is 18 when I get married I hope to have he and he co*on who is also 18 as 2 of my bridesmads as they both look alike some peple even take them for twins. In my spar time I do many little things around the hose but I lick sewing most of all and have made mary dressies for myself and my frends many peple say I take after my mum when I do this because she used to make dressies for me when I was young another thing I lick dowing is reading and spend meny hours with my head in a book and I am hardly ever borde. We have are eye on a hous we like that is my boyfrend and me it is a big house with qute a big garden because my boyfrend likes gardening the hous is a bit old fasond but ni*ly bult and my boyfrend says he cold do a lot with it we are saving very hard for the house and only need a few moor pounds befor we have enofe to buy it. my boyfrend has a very relibele Job and I am very happy with him.  
N24155C,0.079655412,4.82203984,"I am 25 years old and my job is a lorrydriver at **** Then when they woth me to take some carrots to manchester or th *any thouther place I would go. On my day off I would dig the garden and get ready to set the seeds I would like to be a footballer, and play for West Ham. And then one day walk on to the picth, for the first came with West Ham. Then I would like to be captain of England one day. Then on sundays I would *udy birds and insects. Then one day I would like to be the prime minister of Gt Britain, and go to melting, like, meeting with the other time minaters And tral*ved to other countrys. And sometimes launch a ship like the Queen Elizbeth. Then one day become a famous man like Robert Clive and others. Then I would like to sail round the world non stop, like Robert knot Johnson.  "
N24178K,0.079655412,5.14345964,gowing to southend for a holydayworking in a factory making carsplaying amiture football play dartsand clay piging shoting gowing fishingRuning 2 miles each morning untill to oldgeting up at 7 o clock in the morninggowing to visit people geting a newspaper every day gowing swiming bying animals to give as preasants at xmas and birthdaysgowing to see london and the worldmaking up games for children watching car races. I will not get mared living the the country gowing*Hunting owning land watching tv when i can reading Books and magazens not smoking cigarets Dringking tea making up jokes. the end  
N24221V,0.079655412,6.58807546,"I live in a flat in London with my husband who is training to be a full time doctor I am twenty five years of age I have no children so I too work, I work in the hospital looking after the childrens ward it is a very nice job has I like children. I have no time for hobbies as I am at work on shifts and then when I come home I have to work cleaning the flat up, I sometimes pop out to the shops for food and when I am on holiday I have my little niece stay with me We sometimes go for long dives in the country. But sometimes when my husband and I have a holiday we go to a holiday camp and we enjoy ourselves when I was younger I used to love going on holiday and I still do. I don't eat as much sweet stuff as I used to. My hair as gone a funny brown colour and I am more serious than I used to be but I can have a good laugh. I have a bird called Joey who I am trying to learn to speak. I like London but I'd rather live in Yorkshire any day.  "
